X,Y,Z,Calle,Comuna,Fecha,Hora Fin,Hora Inicio,ID,Ranking Regional,n,Largo km,Velocidad km/h
-70.6406819909141,-33.2821114962603,0, Av. Chicureo, Colina, 14/03/2025, 08:25, 07:10, Colina-52,458.0, 1.25 hrs, 1.714 , 23.81 
-70.6747640006759,-33.2045989999695,0, La Inmaculada Concepción, Colina, 14/03/2025, 08:30, 07:20, Colina-69,629.0, 1.17 hrs, 1.339 , 24.32 
-70.6534915306065,-33.1809669448703,0, Esmeralda, Colina, 14/03/2025, 09:05, 06:40, Colina-28,843.0, 2.42 hrs, 0.807 , 18.83 
-70.717209,-33.310779,0, Av. La Montaña, Colina, 14/03/2025, 17:45, 16:15, Colina-360,935.0, 1.5 hrs, 0.861 , 24.63 
-70.7038645137743,-33.2425325069374,0, Camino Lo Pinto, Colina, 14/03/2025, 18:50, 16:55, Colina-380,952.5, 1.92 hrs, 0.787 , 23.69 
-70.6715180032002,-33.2064034990372,0, Alpatacal, Colina, 14/03/2025, 08:25, 06:50, Colina-35,1210.0, 1.58 hrs, 0.736 , 22.27 
-70.664747329665,-33.1919370000026,0, Lo Seco, Colina, 14/03/2025, 08:30, 07:20, Colina-70,1614.0, 1.17 hrs, 0.671 , 22.31 
-70.6873724995291,-33.2096130000108,0, San Miguel, Colina, 14/03/2025, 14:10, 13:15, Colina-267,1652.0, 0.92 hrs, 0.727 , 17.97 
-70.6750135067091,-33.1931565091277,0, Av. Fontt, Colina, 14/03/2025, 18:30, 17:10, Colina-392,1679.0, 1.33 hrs, 0.637 , 20.78 
-70.651217,-33.1821415,0, Esmeralda, Colina, 14/03/2025, 19:55, 17:50, Colina-423,2320.0, 2.08 hrs, 0.491 , 19.49 
-70.7203834961062,-33.2251039775535,0, San Miguel, Colina, 14/03/2025, 08:10, 07:20, Colina-71,2356.5, 0.83 hrs, 0.588 , 15.55 
-70.6873724995291,-33.2096130000108,0, San Miguel, Colina, 14/03/2025, 08:40, 07:35, Colina-90,2377.0, 1.08 hrs, 0.545 , 22.74 
-70.6652250114164,-33.2081094979716,0, Transversal Colina, Colina, 14/03/2025, 07:55, 07:00, Colina-44,2580.0, 0.92 hrs, 0.545 , 21.58 
-70.6809740004359,-33.2828805028259,0, Los Ingleses, Colina, 14/03/2025, 09:00, 08:15, Colina-135,2753.0, 0.75 hrs, 0.552 , 22.54 
-70.6729305016154,-33.2060184995808,0, Alpatacal, Colina, 14/03/2025, 13:45, 13:05, Colina-264,2774.0, 0.67 hrs, 0.571 , 21.48 
-70.6751895,-33.201254,0, Fontt, Colina, 14/03/2025, 18:25, 17:10, Colina-390,2820.0, 1.25 hrs, 0.473 , 11.98 
-70.6781212186053,-33.2018440002466,0, Chacabuco, Colina, 14/03/2025, 08:35, 07:35, Colina-89,2946.0, 1.0 hrs, 0.483 , 15.15 
-70.677598,-33.204175,0, La Inmaculada Concepción, Colina, 14/03/2025, 18:10, 17:55, Colina-420,3044.5, 0.25 hrs, 1.015 , 22.80 
-70.6529760251765,-33.1815349844145,0, Esmeralda, Colina, 14/03/2025, 14:40, 13:45, Colina-292,3134.5, 0.92 hrs, 0.475 , 21.83 
-70.6751895,-33.201254,0, Fontt, Colina, 14/03/2025, 08:20, 07:30, Colina-81,3279.5, 0.83 hrs, 0.473 , 23.94 
-70.6876165,-33.262256,0, San Vicente de Lo Arcaya 1, Colina, 14/03/2025, 17:55, 17:25, Colina-404,3596.0, 0.5 hrs, 0.523 , 11.16 
-70.6681534983271,-33.2882789949593,0, El Alba 3, Colina, 14/03/2025, 18:40, 16:50, Colina-377,3770.0, 1.83 hrs, 0.366 , 17.92 
-70.6337884968658,-33.2638230060753,0, San Anselmo, Colina, 14/03/2025, 08:00, 07:35, Colina-92,3831.0, 0.42 hrs, 0.542 , 18.62 
-70.6817889895038,-33.2019329498889,0, Nueva Colina, Colina, 14/03/2025, 14:00, 13:25, Colina-277,3994.0, 0.58 hrs, 0.453 , 12.25 
-70.6753830059165,-33.307958003471,0, Fermín Vergara, Colina, 14/03/2025, 16:40, 16:10, Colina-355,4230.5, 0.5 hrs, 0.46 , 14.65 
-70.6752655003158,-33.2026640071306,0, Fontt, Colina, 14/03/2025, 13:25, 12:20, Colina-249,4266.0, 1.08 hrs, 0.365 , 16.36 
-70.6817889895038,-33.2019329498889,0, Nueva Colina, Colina, 14/03/2025, 08:10, 07:40, Colina-101,4298.5, 0.5 hrs, 0.453 , 18.13 
-70.6607724202078,-33.2189190014504,0, Santa Filomena, Colina, 14/03/2025, 08:05, 07:40, Colina-105,4500.5, 0.42 hrs, 0.472 , 24.94 
-70.6762618080248,-33.2008035000661,0, Pirihueico, Colina, 14/03/2025, 18:15, 17:15, Colina-396,4543.5, 1.0 hrs, 0.354 , 16.80 
-70.667609,-33.211691,0, San Luis, Colina, 14/03/2025, 13:00, 12:45, Colina-258,4596.5, 0.25 hrs, 0.601 , 19.77 
-70.6657554999112,-33.2058519998893,0, Caletera General San Martín, Colina, 14/03/2025, 15:55, 15:30, Colina-341,4613.0, 0.42 hrs, 0.464 , 23.03 
-70.6744449468743,-33.1892684888722,0, Fray Camilo Henríquez, Colina, 14/03/2025, 18:30, 18:05, Colina-429,4625.0, 0.42 hrs, 0.463 , 22.06 
-70.655207,-33.268732,0, Av. José Rabat, Colina, 14/03/2025, 07:55, 07:15, Colina-62,4661.5, 0.67 hrs, 0.389 , 16.33 
-70.669786942352,-33.3053258665904,0, El Alba 3, Colina, 14/03/2025, 07:55, 07:25, Colina-78,4680.0, 0.5 hrs, 0.428 , 14.72 
-70.6773905,-33.206329,0, General San Martín, Colina, 14/03/2025, 09:25, 09:00, Colina-155,4848.5, 0.42 hrs, 0.444 , 16.11 
-70.6664045183247,-33.3051404540752,0, Camino del Solar, Colina, 14/03/2025, 08:30, 07:30, Colina-80,4947.5, 1.0 hrs, 0.328 , 16.43 
-70.6762618080248,-33.2008035000661,0, Pirihueico, Colina, 14/03/2025, 08:25, 07:40, Colina-106,4952.5, 0.75 hrs, 0.354 , 15.56 
-70.7002315487484,-33.2854824999066,0, Camino Chicureo, Colina, 14/03/2025, 08:35, 07:40, Colina-102,4960.0, 0.92 hrs, 0.335 , 17.61 
-70.6532355447126,-33.1812974527397,0, Esmeralda, Colina, 14/03/2025, 10:30, 10:05, Colina-179,5346.0, 0.42 hrs, 0.408 , 24.77 
-70.6664045183247,-33.3051404540752,0, Camino del Solar, Colina, 14/03/2025, 15:50, 15:00, Colina-331,5471.0, 0.83 hrs, 0.314 , 15.57 
-70.6975900030614,-33.2456665279957,0, Salida > Colina / Lo Arcaya / Quilicura, Colina, 14/03/2025, 19:05, 17:20, Colina-401,5590.0, 1.75 hrs, 0.263 , 12.49 
-70.6781212186053,-33.2018440002466,0, Chacabuco, Colina, 14/03/2025, 17:35, 17:20, Colina-399,5688.5, 0.25 hrs, 0.483 , 11.89 
-70.6870064971967,-33.0002259931238,0, Ruta 57 CH / Autopista Los Libertadores, Colina, 14/03/2025, 14:35, 13:55, Colina-302,5795.0, 0.67 hrs, 0.316 , 22.48 
-70.6845480672217,-33.2096739999916,0, Marcos Goycoolea, Colina, 14/03/2025, 08:05, 07:25, Colina-75,5953.0, 0.67 hrs, 0.308 , 16.81 
-70.6994275,-33.23386,0, Av. Omar Acuña, Colina, 14/03/2025, 14:20, 13:45, Colina-297,5958.0, 0.58 hrs, 0.321 , 19.11 
-70.6994275,-33.23386,0, Av. Omar Acuña, Colina, 14/03/2025, 08:20, 07:45, Colina-108,5958.0, 0.58 hrs, 0.321 , 13.10 
-70.6752655003158,-33.2026640071306,0, Fontt, Colina, 14/03/2025, 14:05, 13:40, Colina-286,5965.5, 0.42 hrs, 0.365 , 23.13 
-70.6752655003158,-33.2026640071306,0, Fontt, Colina, 14/03/2025, 16:55, 16:35, Colina-369,6051.0, 0.33 hrs, 0.396 , 18.94 
-70.6664045183247,-33.3051404540752,0, Camino del Solar, Colina, 14/03/2025, 13:50, 13:20, Colina-273,6120.5, 0.5 hrs, 0.328 , 17.67 
-70.7292570172976,-33.2193904886284,0, Av. Santa Elena, Colina, 14/03/2025, 14:20, 14:05, Colina-308,6288.5, 0.25 hrs, 0.431 , 20.75 
-70.6720290021684,-33.2012529988114,0, Los Valles, Colina, 14/03/2025, 18:40, 17:50, Colina-424,6364.0, 0.83 hrs, 0.266 , 15.37 
-70.7228764983994,-33.2654950008015,0, Santa Inés de Miraflores, Colina, 14/03/2025, 08:20, 07:55, Colina-121,6691.0, 0.42 hrs, 0.32 , 24.03 
-70.6811385025316,-33.1985035175747,0, San Francisco de Asís, Colina, 14/03/2025, 18:10, 17:45, Colina-417,6972.0, 0.42 hrs, 0.306 , 13.92 
-70.7181824954404,-33.2510410029168,0, Santa Marta de Liray, Colina, 14/03/2025, 13:35, 13:15, Colina-268,7067.5, 0.33 hrs, 0.331 , 22.20 
-70.6814094985927,-33.2864019874867,0, Alba 1, Colina, 14/03/2025, 18:20, 17:20, Colina-398,7202.0, 1.0 hrs, 0.22 , 17.04 
-70.6663334998162,-33.2065664997737,0, Caletera General San Martín, Colina, 14/03/2025, 17:45, 17:05, Colina-383,7424.5, 0.67 hrs, 0.238 , 15.78 
-70.7217099965812,-33.3177380119169,0, Salida Av. Eduardo Frei > Av. La Montaña, Colina, 14/03/2025, 13:20, 12:20, Colina-247,7690.0, 1.0 hrs, 0.207 , 20.42 
-70.6975900030614,-33.2456665279957,0, Salida > Colina / Lo Arcaya / Quilicura, Colina, 14/03/2025, 19:45, 19:20, Colina-459,7927.5, 0.42 hrs, 0.263 , 16.31 
-70.6874185,-33.001195,0, Ruta 57 CH / Autopista Los Libertadores, Colina, 14/03/2025, 18:35, 18:15, Colina-435,7950.0, 0.33 hrs, 0.292 , 23.68 
-70.651217,-33.1821415,0, Esmeralda, Colina, 14/03/2025, 13:30, 13:05, Colina-261,8003.0, 0.42 hrs, 0.26 , 21.98 
-70.7217099965812,-33.3177380119169,0, Salida Av. Eduardo Frei > Av. La Montaña, Colina, 14/03/2025, 15:55, 15:10, Colina-333,8213.0, 0.75 hrs, 0.207 , 20.01 
-70.7030845,-33.275687,0, Los Pimientos, Colina, 14/03/2025, 13:00, 12:40, Colina-256,8248.0, 0.33 hrs, 0.28 , 10.85 
-70.7217099965812,-33.3177380119169,0, Salida Av. Eduardo Frei > Av. La Montaña, Colina, 14/03/2025, 17:00, 16:20, Colina-365,8509.5, 0.67 hrs, 0.207 , 20.03 
-70.7217099965812,-33.3177380119169,0, Salida Av. Eduardo Frei > Av. La Montaña, Colina, 14/03/2025, 08:50, 08:10, Colina-132,8509.5, 0.67 hrs, 0.207 , 19.96 
-70.7098685,-33.225665,0, Santa Ester, Colina, 14/03/2025, 08:35, 08:05, Colina-129,8550.0, 0.5 hrs, 0.225 , 19.27 
-70.6842094930221,-33.2168360072585,0, Av. Los Álamos, Colina, 14/03/2025, 07:15, 07:00, Colina-43,8757.0, 0.25 hrs, 0.299 , 18.53 
-70.682198521729,-33.2031230713398,0, Nueva Colina, Colina, 14/03/2025, 12:40, 12:20, Colina-246,8792.0, 0.33 hrs, 0.259 , 16.85 
-70.6386004999743,-33.2785785000299,0, Av. San José, Colina, 14/03/2025, 16:20, 16:05, Colina-354,8805.0, 0.25 hrs, 0.297 , 16.38 
-70.675139003589,-33.1892459998837,0, Fray Camilo Henríquez, Colina, 14/03/2025, 19:05, 18:45, Colina-448,8875.5, 0.33 hrs, 0.256 , 22.68 
-70.6967965126735,-33.2378910229007,0, Salida > Lo Pinto / Ruta 5, Colina, 14/03/2025, 08:50, 08:15, Colina-136,8957.5, 0.58 hrs, 0.204 , 17.76 
-70.676753,-33.302892,0, El Alba 2, Colina, 14/03/2025, 18:25, 18:05, Colina-430,8961.5, 0.33 hrs, 0.254 , 17.55 
-70.7217099965812,-33.3177380119169,0, Salida Av. Eduardo Frei > Av. La Montaña, Colina, 14/03/2025, 12:05, 11:35, Colina-226,9249.5, 0.5 hrs, 0.207 , 19.37 
-70.6722760073362,-33.2039520097609,0, Domingo Silva, Colina, 14/03/2025, 08:10, 07:50, Colina-114,9766.5, 0.33 hrs, 0.229 , 13.27 
-70.7217099965812,-33.3177380119169,0, Salida Av. Eduardo Frei > Av. La Montaña, Colina, 14/03/2025, 07:30, 07:05, Colina-50,9846.5, 0.42 hrs, 0.207 , 19.35 
-70.7098685,-33.225665,0, Santa Ester, Colina, 14/03/2025, 07:35, 07:15, Colina-59,9893.0, 0.33 hrs, 0.225 , 14.20 
-70.737369,-33.2801295,0, , Colina, 14/03/2025, 09:10, 08:45, Colina-150,9896.5, 0.42 hrs, 0.206 , 16.62 
-70.6814094985927,-33.2864019874867,0, Alba 1, Colina, 14/03/2025, 14:20, 14:00, Colina-305,10097.0, 0.33 hrs, 0.22 , 14.02 
-70.6603025,-33.3040175,0, Camino del Mirador, Colina, 14/03/2025, 08:10, 07:50, Colina-116,10513.5, 0.33 hrs, 0.209 , 17.71 
-70.6827190105407,-33.1998459988299,0, Reina Sur, Colina, 14/03/2025, 08:05, 07:50, Colina-118,10686.5, 0.25 hrs, 0.231 , 17.05 
-70.7109355,-33.227279,0, Santa Ester, Colina, 14/03/2025, 08:10, 07:45, Colina-110,10792.5, 0.42 hrs, 0.182 , 11.21 
-70.6753455,-33.204086,0, Fontt, Colina, 14/03/2025, 18:05, 17:45, Colina-418,11020.5, 0.33 hrs, 0.196 , 15.45 
-70.6753455,-33.204086,0, Fontt, Colina, 14/03/2025, 13:45, 13:25, Colina-278,11020.5, 0.33 hrs, 0.196 , 18.55 
-70.674497,-33.2870395,0, El Alba 2, Colina, 14/03/2025, 18:05, 17:45, Colina-419,11196.5, 0.33 hrs, 0.191 , 14.56 
-70.666325,-33.207852,0, Transversal Colina, Colina, 14/03/2025, 17:40, 17:25, Colina-402,11268.0, 0.25 hrs, 0.215 , 19.87 
-70.7310190048371,-33.2177544954892,0, Av. Santa Elena, Colina, 14/03/2025, 08:15, 08:00, Colina-125,11268.0, 0.25 hrs, 0.215 , 20.05 
-70.6603025,-33.3040175,0, Camino del Mirador, Colina, 14/03/2025, 13:45, 13:30, Colina-283,11482.5, 0.25 hrs, 0.209 , 10.07 
-70.7217099965812,-33.3177380119169,0, Salida Av. Eduardo Frei > Av. La Montaña, Colina, 14/03/2025, 10:20, 10:05, Colina-181,11548.5, 0.25 hrs, 0.207 , 21.08 
-70.7041624575862,-33.2789924983547,0, Teresa Spikula de Castro, Colina, 14/03/2025, 08:05, 07:40, Colina-104,11567.0, 0.42 hrs, 0.157 , 07.78 
-70.6340165,-33.3255345,0, Los Canelos, Colina, 14/03/2025, 12:40, 12:25, Colina-252,11624.5, 0.25 hrs, 0.205 , 20.91 
-70.6753455,-33.204086,0, Fontt, Colina, 14/03/2025, 17:30, 17:15, Colina-395,11951.0, 0.25 hrs, 0.196 , 18.38 
-70.6674655,-33.2081465,0, Salida a San Luis, Colina, 14/03/2025, 07:50, 07:35, Colina-86,13459.5, 0.25 hrs, 0.115 , 09.95 
-70.5517194997651,-33.4385699994393,0, Vicente Pérez Rosales, La Reina, 14/03/2025, 19:10, 14:20, La Reina-238,80.0, 4.83 hrs, 1.532 , 21.58 
-70.5606584985445,-33.4361820127165,0, Monseñor Edwards, La Reina, 14/03/2025, 19:25, 13:20, La Reina-200,161.5, 6.08 hrs, 1.236 , 21.54 
-70.5772549960079,-33.4295184952577,0, Latadía, La Reina, 14/03/2025, 19:30, 15:40, La Reina-275,501.0, 3.83 hrs, 0.939 , 15.68 
-70.5682550044707,-33.4604529983651,0, Av. José Arrieta, La Reina, 14/03/2025, 20:15, 12:45, La Reina-173,653.5, 7.5 hrs, 0.816 , 21.43 
-70.5620225046752,-33.43721399971,0, Nocedal, La Reina, 14/03/2025, 17:25, 15:45, La Reina-279,788.0, 1.67 hrs, 0.921 , 24.14 
-70.5741555006361,-33.4351514965254,0, Av. Ossa, La Reina, 14/03/2025, 19:55, 12:40, La Reina-171,828.0, 7.25 hrs, 0.752 , 24.60 
-70.5517194997651,-33.4385699994393,0, Vicente Pérez Rosales, La Reina, 14/03/2025, 08:25, 07:25, La Reina-39,952.5, 1.0 hrs, 1.031 , 24.51 
-70.5429605000071,-33.4370055001133,0, Carlos Ossandón, La Reina, 14/03/2025, 17:10, 13:55, La Reina-223,1037.0, 3.25 hrs, 0.711 , 21.42 
-70.5795230007148,-33.4314785000472,0, Av. Francisco Bilbao, La Reina, 14/03/2025, 17:20, 13:35, La Reina-211,1413.0, 3.75 hrs, 0.611 , 13.97 
-70.5795230007148,-33.4314785000472,0, Av. Francisco Bilbao, La Reina, 14/03/2025, 09:10, 07:15, La Reina-27,1812.0, 1.92 hrs, 0.572 , 14.91 
-70.5443909972716,-33.4295434996933,0, Av. Francisco Bilbao, La Reina, 14/03/2025, 18:45, 18:10, La Reina-378,1813.5, 0.58 hrs, 0.855 , 19.16 
-70.566481,-33.4448065,0, Av. Echeñique, La Reina, 14/03/2025, 17:25, 16:30, La Reina-309,1849.5, 0.92 hrs, 0.67 , 19.02 
-70.528178507072,-33.4503879799809,0, Av. Las Perdices, La Reina, 14/03/2025, 13:35, 12:55, La Reina-182,1874.0, 0.67 hrs, 0.763 , 22.45 
-70.5762549999128,-33.4339305005195,0, Patricia Isidora, La Reina, 14/03/2025, 17:15, 15:50, La Reina-280,2059.0, 1.42 hrs, 0.556 , 17.96 
-70.5689075,-33.4451115,0, Av. Echeñique, La Reina, 14/03/2025, 16:10, 14:20, La Reina-239,2162.0, 1.83 hrs, 0.518 , 19.55 
-70.5429605000071,-33.4370055001133,0, Carlos Ossandón, La Reina, 14/03/2025, 08:10, 07:35, La Reina-44,2212.5, 0.58 hrs, 0.711 , 23.82 
-70.5636955011069,-33.4445360001082,0, Av. Echeñique, La Reina, 14/03/2025, 08:30, 07:25, La Reina-41,2228.0, 1.08 hrs, 0.564 , 21.35 
-70.5746225,-33.431055,0, Autopista Vespucio Oriente, La Reina, 14/03/2025, 07:55, 07:35, La Reina-55,2575.5, 0.33 hrs, 0.949 , 22.25 
-70.5682550044707,-33.4604529983651,0, Av. José Arrieta, La Reina, 14/03/2025, 21:05, 20:35, La Reina-441,2605.5, 0.5 hrs, 0.678 , 24.14 
-70.5517194997651,-33.4385699994393,0, Vicente Pérez Rosales, La Reina, 14/03/2025, 21:00, 20:35, La Reina-442,2717.0, 0.42 hrs, 0.734 , 24.88 
-70.55296399986,-33.460799500192,0, Av. Tobalaba, La Reina, 14/03/2025, 08:35, 07:45, La Reina-75,2846.0, 0.83 hrs, 0.523 , 22.89 
-70.5283015009557,-33.4524295219809,0, Av. Las Perdices, La Reina, 14/03/2025, 08:15, 07:35, La Reina-52,2861.0, 0.67 hrs, 0.558 , 13.78 
-70.5686525003109,-33.4502164981098,0, Güemes, La Reina, 14/03/2025, 19:25, 18:20, La Reina-381,3024.0, 1.08 hrs, 0.465 , 15.90 
-70.5656225,-33.450402,0, Lynch Norte, La Reina, 14/03/2025, 13:45, 13:10, La Reina-190,3133.0, 0.58 hrs, 0.55 , 24.52 
-70.5403690006459,-33.4541215047431,0, Diputada Laura Rodríguez Riccomini, La Reina, 14/03/2025, 08:20, 07:35, La Reina-49,3205.0, 0.75 hrs, 0.496 , 17.44 
-70.5775364957378,-33.4298424950056,0, Latadía, La Reina, 14/03/2025, 15:25, 14:05, La Reina-233,3368.0, 1.33 hrs, 0.419 , 19.06 
-70.581264,-33.432662,0, Eliecer Parada, La Reina, 14/03/2025, 20:00, 14:50, La Reina-252,3495.0, 5.17 hrs, 0.36 , 15.96 
-70.558294,-33.4373925,0, Nocedal, La Reina, 14/03/2025, 18:25, 17:45, La Reina-354,3497.0, 0.67 hrs, 0.482 , 16.85 
-70.5517095041425,-33.4615079938561,0, Mariano Sánchez Fontecilla, La Reina, 14/03/2025, 18:30, 17:35, La Reina-348,3763.5, 0.92 hrs, 0.419 , 11.57 
-70.561352,-33.4525805,0, Av. Larraín, La Reina, 14/03/2025, 08:00, 07:20, La Reina-30,3889.5, 0.67 hrs, 0.443 , 18.62 
-70.5284060040662,-33.4503559881434,0, Nueva Príncipe de Gales, La Reina, 14/03/2025, 08:10, 07:40, La Reina-65,3915.0, 0.5 hrs, 0.489 , 23.91 
-70.5578680000623,-33.4510995000901,0, Clorinda Henríquez, La Reina, 14/03/2025, 19:10, 16:55, La Reina-319,3934.0, 2.25 hrs, 0.346 , 14.62 
-70.5598365,-33.4512055,0, Av. Tobalaba, La Reina, 14/03/2025, 17:05, 16:20, La Reina-302,4070.5, 0.75 hrs, 0.417 , 24.28 
-70.5517095041425,-33.4615079938561,0, Mariano Sánchez Fontecilla, La Reina, 14/03/2025, 08:40, 08:00, La Reina-93,4248.5, 0.67 hrs, 0.419 , 16.79 
-70.5345300012172,-33.4401439992932,0, Carlos Silva Vildósola, La Reina, 14/03/2025, 19:50, 19:10, La Reina-405,4479.0, 0.67 hrs, 0.4 , 21.32 
-70.526287,-33.452923,0, Av. Alcalde Fernando Castillo Velasco, La Reina, 14/03/2025, 08:20, 07:35, La Reina-50,4527.5, 0.75 hrs, 0.384 , 16.70 
-70.581264,-33.432662,0, Eliecer Parada, La Reina, 14/03/2025, 21:25, 20:30, La Reina-433,4578.0, 0.92 hrs, 0.36 , 19.82 
-70.5771339967678,-33.4350479540309,0, Troncos Viejos, La Reina, 14/03/2025, 18:20, 15:30, La Reina-270,4640.5, 2.83 hrs, 0.3 , 09.92 
-70.5775364957378,-33.4298424950056,0, Latadía, La Reina, 14/03/2025, 21:05, 20:35, La Reina-437,4810.5, 0.5 hrs, 0.419 , 24.15 
-70.5795230007148,-33.4314785000472,0, Av. Francisco Bilbao, La Reina, 14/03/2025, 18:10, 17:55, La Reina-361,4839.0, 0.25 hrs, 0.572 , 15.60 
-70.5667294999046,-33.440149499814,0, Ramón Laval, La Reina, 14/03/2025, 07:50, 07:20, La Reina-31,4983.5, 0.5 hrs, 0.404 , 08.64 
-70.581264,-33.432662,0, Eliecer Parada, La Reina, 14/03/2025, 13:40, 13:00, La Reina-183,5059.0, 0.67 hrs, 0.36 , 20.32 
-70.5688815,-33.4592965,0, Paula Jaraquemada, La Reina, 14/03/2025, 18:20, 17:10, La Reina-329,5259.5, 1.17 hrs, 0.3 , 14.65 
-70.578523,-33.432811,0, Las Carretas, La Reina, 14/03/2025, 17:20, 16:40, La Reina-312,5267.5, 0.67 hrs, 0.346 , 14.70 
-70.5785860083036,-33.4314155007874,0, Av. Francisco Bilbao, La Reina, 14/03/2025, 18:50, 18:35, La Reina-390,5437.5, 0.25 hrs, 0.506 , 16.57 
-70.548732500761,-33.4357469998759,0, 23 de Febrero, La Reina, 14/03/2025, 08:25, 07:35, La Reina-58,5454.5, 0.83 hrs, 0.315 , 09.12 
-70.5355359777795,-33.4415005115891,0, Av. Príncipe de Gales, La Reina, 14/03/2025, 08:15, 07:40, La Reina-64,5695.0, 0.58 hrs, 0.336 , 20.88 
-70.5563435,-33.4368945,0, Salvador Izquierdo, La Reina, 14/03/2025, 18:50, 15:35, La Reina-273,5719.0, 3.25 hrs, 0.243 , 18.04 
-70.583400037713,-33.432415461233,0, Mariano Sánchez Fontecilla, La Reina, 14/03/2025, 15:55, 14:40, La Reina-250,5745.5, 1.25 hrs, 0.271 , 22.16 
-70.5650945,-33.4603675,0, Lynch Sur, La Reina, 14/03/2025, 19:40, 17:20, La Reina-339,5745.5, 2.33 hrs, 0.248 , 12.55 
-70.5698329998898,-33.4452264999854,0, Av. Echeñique, La Reina, 14/03/2025, 19:05, 18:35, La Reina-389,5770.0, 0.5 hrs, 0.35 , 22.22 
-70.5764925,-33.43253,0, Patricia Isidora, La Reina, 14/03/2025, 08:00, 07:35, La Reina-57,5801.5, 0.42 hrs, 0.375 , 11.11 
-70.5318535,-33.453859,0, Parinacota, La Reina, 14/03/2025, 08:10, 07:45, La Reina-71,5927.5, 0.42 hrs, 0.368 , 22.09 
-70.551363,-33.449527,0, Vicente Pérez Rosales, La Reina, 14/03/2025, 08:25, 07:55, La Reina-86,6009.0, 0.5 hrs, 0.336 , 18.49 
-70.5571285036882,-33.4618909999456,0, Januario Espinoza, La Reina, 14/03/2025, 13:20, 13:05, La Reina-186,6157.0, 0.25 hrs, 0.44 , 17.55 
-70.5598365,-33.4512055,0, Av. Tobalaba, La Reina, 14/03/2025, 10:00, 09:45, La Reina-122,6288.5, 0.25 hrs, 0.431 , 22.00 
-70.5761775018388,-33.4313365000697,0, Av. Francisco Bilbao, La Reina, 14/03/2025, 13:20, 12:50, La Reina-175,6398.0, 0.5 hrs, 0.312 , 18.00 
-70.549606007843,-33.4372844984335,0, Carlos Silva Vildósola, La Reina, 14/03/2025, 08:35, 08:10, La Reina-101,6505.5, 0.42 hrs, 0.329 , 12.01 
-70.5823360106545,-33.4323144922165,0, Las Luciérnagas, La Reina, 14/03/2025, 17:10, 16:45, La Reina-315,6530.5, 0.42 hrs, 0.328 , 07.72 
-70.581264,-33.432662,0, Eliecer Parada, La Reina, 14/03/2025, 14:15, 13:55, La Reina-225,6556.0, 0.33 hrs, 0.36 , 23.78 
-70.5754209994947,-33.4327405030663,0, Ricardo Wagner, La Reina, 14/03/2025, 16:30, 15:40, La Reina-276,6635.5, 0.83 hrs, 0.254 , 08.58 
-70.544259,-33.4352875,0, Álvarez Sotomayor, La Reina, 14/03/2025, 08:40, 07:55, La Reina-87,6726.0, 0.75 hrs, 0.257 , 15.85 
-70.5578680000623,-33.4510995000901,0, Clorinda Henríquez, La Reina, 14/03/2025, 08:20, 07:35, La Reina-51,6819.0, 0.75 hrs, 0.253 , 08.50 
-70.583400037713,-33.432415461233,0, Mariano Sánchez Fontecilla, La Reina, 14/03/2025, 16:45, 16:10, La Reina-293,6895.0, 0.58 hrs, 0.271 , 20.55 
-70.5653565,-33.452026,0, Lynch Norte, La Reina, 14/03/2025, 17:35, 16:55, La Reina-320,7037.0, 0.67 hrs, 0.253 , 16.65 
-70.5650945,-33.4603675,0, Lynch Sur, La Reina, 14/03/2025, 14:00, 13:20, La Reina-199,7149.0, 0.67 hrs, 0.248 , 19.63 
-70.569985500816,-33.439234499154,0, Loreley, La Reina, 14/03/2025, 08:05, 07:40, La Reina-63,7206.5, 0.42 hrs, 0.295 , 17.68 
-70.5523644990656,-33.4401049977846,0, Vicente Pérez Rosales, La Reina, 14/03/2025, 09:55, 09:05, La Reina-114,7315.5, 0.83 hrs, 0.227 , 17.23 
-70.5517095099815,-33.461507985196,0, Mariano Sánchez Fontecilla, La Reina, 14/03/2025, 19:25, 18:45, La Reina-394,7330.5, 0.67 hrs, 0.241 , 13.69 
-70.5389954999947,-33.4553864999637,0, Quinchamalí, La Reina, 14/03/2025, 16:20, 16:05, La Reina-287,7571.0, 0.25 hrs, 0.351 , 24.15 
-70.578523,-33.432811,0, Las Carretas, La Reina, 14/03/2025, 15:55, 15:40, La Reina-277,7670.5, 0.25 hrs, 0.346 , 24.74 
-70.5698329957089,-33.4452264994294,0, Av. Echeñique, La Reina, 14/03/2025, 13:45, 13:20, La Reina-196,7953.5, 0.42 hrs, 0.262 , 20.69 
-70.5414100005597,-33.4618480056281,0, Diputada Laura Rodríguez Riccomini, La Reina, 14/03/2025, 19:10, 18:45, La Reina-393,7974.0, 0.42 hrs, 0.261 , 16.39 
-70.578523,-33.432811,0, Las Carretas, La Reina, 14/03/2025, 08:05, 07:45, La Reina-68,8123.0, 0.33 hrs, 0.285 , 19.14 
-70.578523,-33.432811,0, Las Carretas, La Reina, 14/03/2025, 09:15, 08:55, La Reina-111,8123.0, 0.33 hrs, 0.285 , 18.14 
-70.5754209994947,-33.4327405030663,0, Ricardo Wagner, La Reina, 14/03/2025, 09:10, 08:45, La Reina-109,8189.5, 0.42 hrs, 0.254 , 06.61 
