index,split,X,Y,Ranking Regional,Largo_km_log1p,duracion_min,hora_central,hora_sin,hora_cos,Comuna_Cerrillos,Comuna_Colina,Comuna_Conchalí,Comuna_El Bosque,Comuna_Estación Central,Comuna_Huechuraba,Comuna_Independencia,Comuna_La Cisterna,Comuna_La Florida,Comuna_La Granja,Comuna_La Pintana,Comuna_La Reina,Comuna_Lampa,Comuna_Las Condes,Comuna_Lo Barnechea,Comuna_Macul,Comuna_Maipú,Comuna_Melipilla,Comuna_Paine,Comuna_Peñaflor,Comuna_Peñalolén,Comuna_Providencia,Comuna_Pudahuel,Comuna_Puente Alto,Comuna_Quilicura,Comuna_Quinta Normal,Comuna_Recoleta,Comuna_Renca,Comuna_San Bernardo,Comuna_San Miguel,Comuna_San Ramón,Comuna_Santiago,Comuna_Vitacura,Comuna___RARE__,Comuna_Ñuñoa,peak_Valle
3082,train,0.8433055521617372,0.5418909344316034,1.0275500485911595,-0.8438678849307161,-0.4182025717467347,0.6486145437695148,-0.9158093739156971,0.004742598561803219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1315,train,0.7644942647136298,-1.38393329812213,-0.28011832547883325,0.2730056002975888,-0.5083602296976414,1.2179603313521763,-1.0003122147570833,1.4568997783581568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970,train,1.090486070185688,-0.39032467552318784,0.4558122924978889,-0.5573486399165989,-0.4182025717467347,-1.4164701772930184,1.4590025302851117,0.09735461619629131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3479,train,-0.9185415456027423,-0.4989239996095786,0.8589512959594938,-1.0605898464367858,0.08267330575830265,1.2083104027490792,-1.0032862570205556,1.4322894818853533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2830,train,-0.3276043264580645,0.4175422676936677,0.6731695694097924,-0.5522558568991729,-0.5083602296976414,0.3494667570735401,-0.6723699321190558,-0.6387801419965433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2248,train,-0.7444228623105158,1.1552054995832823,0.21877537024396163,-0.8225930399762482,0.49339152531243335,1.3916590462079035,-0.9215533274597252,1.8869221914726182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855,train,-0.1909571502033916,0.8541261939545427,1.1932115407240158,-0.9242829775147908,-0.4182025717467347,0.7644136870066661,-0.9753152000818476,0.28731026381300206,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1749,train,-5.080550006527485,-2.510912694869987,-1.8552242679654318,4.716862583274911,1.495143280322508,-1.2138216766280034,1.3184314955828407,-0.36656616712861634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,train,-0.22607975911317452,0.6621927634341869,-1.6927937623812659,1.7604819459594394,3.9995226678476947,0.7354639011973784,-0.962387450524697,0.2154007183995019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
632,train,0.603142731990332,0.7963878508579034,0.20497024589955695,-0.6187795312255014,-0.167764632994216,-1.2138216766280037,1.3184314955828413,-0.3665661671286156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1049,train,0.41058556255161754,0.6030058870470821,-0.6300929139119861,-0.3124387714101522,4.169820466199407,0.8319631872283381,-1.0003122147570835,0.45775484927479404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2106,train,-0.40297889596176184,-1.4964192755548333,-1.1773045448401973,0.6299345163618628,0.4132513849116272,0.9188125446562017,-1.0216388941742607,0.681034776571191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
288,train,-0.6024352132079104,0.7495631531727127,-0.2975950254467498,0.5789254215159285,-0.5885003700984474,-1.2813711768496752,1.3718562113768054,-0.21847719805828777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1342,train,0.6959903041707095,-1.2772824085773746,-0.01679292176056088,-0.5675463525152291,0.08267330575830265,1.3241095459862307,-0.9577864692286011,1.7230509868945967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2609,train,-0.016572964826788484,0.02603037580565988,0.3224606658519373,-0.10496113169332756,-0.5885003700984474,-0.3549780309524641,0.24644463551145726,-1.3506732106200379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
302,train,-0.22848020676802755,0.6279725263390173,0.5418740251130075,-0.9458983640136192,0.24295358655991472,0.41701625729521197,-0.7377776909608773,-0.5069398353060394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2440,train,1.0389091017049108,-0.39769174733241813,0.9341451647290172,-0.8013885252160552,-0.4182025717467347,0.06961882758375781,-0.3482565863970297,-1.0782685345859369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1465,train,-1.178164323190478,0.4962673820249384,-0.7284911406221046,-0.0060230281667590264,0.4132513849116272,0.7258139725942822,-0.9577864692286,0.1916036407383484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1494,train,-1.2334798729350345,0.5928612510106136,0.09423552509443851,-0.12874447326618432,-0.5083602296976414,0.6582644723726102,-0.9215533274597251,0.027732436160330602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2994,train,1.1013477874411033,0.7217818277988522,0.048414261313010194,-0.24414836345897412,-0.4182025717467347,-1.339270748468251,1.4125048455370777,-0.08605611992581746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2332,train,-0.00010890075119640044,-0.907876029270916,1.2484320381016345,-0.8491976400138365,-0.5083602296976414,0.059968898980661586,-0.3357964509586501,-1.0900159610275595,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1833,train,-0.07407349022110446,-1.148489983261,0.009495559703784214,-0.516719146205929,-0.08762449259341008,0.9381124018623933,-1.0247061812791538,0.7310902425575614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,train,-0.26491271023080504,2.6564677156896317,0.6708197610107449,-0.3567268175949227,-0.5885003700984474,-1.493669606117786,1.4963791303761336,0.2873102638130027,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2618,train,0.027358688989605123,0.35794296041388574,0.49664021343134107,-0.5777603035165744,-0.4182025717467347,-1.3971703200868266,1.4482205549694263,0.050832886253074736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
903,train,0.024445188806358643,-0.7586122373167352,-1.4557568401273386,1.4402431998398542,0.24295358655991472,0.8030134014190494,-0.9904914256151199,0.3842923024236132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2065,train,-1.5643872283059255,-0.8710885007189277,0.1731009694874738,-0.45124022788934476,-0.3380624313459287,-1.5612191063394578,1.5213761450513692,0.45775484927479415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3063,train,1.2730615259890983,1.0027661306567033,0.7758268238431848,-0.613637759508498,-0.5083602296976414,-1.2910211054527712,1.378966417452221,-0.19674160973221475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3288,train,0.7161099056513225,0.40661371107460204,0.6631828837138402,-0.3517907959019461,-0.5885003700984474,1.3048096887800391,-0.9668429166398891,1.675368549726929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2042,train,0.535687757634877,-0.9451636165365951,1.6916646473719892,-1.0937390668484934,-0.5083602296976414,1.5267580466512456,-0.8286717067711388,2.1974888750723767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,train,-2.0232874541689516,-1.336814740516781,1.1761754298309206,-1.0002576713273066,-0.3380624313459287,-1.2910211054527712,1.378966417452221,-0.19674160973221475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,train,-0.2575053105011288,1.1878327815709868,1.0622097224771119,-0.5931117903978245,-0.5885003700984474,0.7065141153880905,-0.9481501682264541,0.14428564656761086,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1689,train,-0.4753540919398564,0.3554942258269918,-0.43975843358912997,0.045198992563850994,-0.2579222909451228,1.1890105455428885,-1.0087828603705022,1.382902276799021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2649,train,-0.14647597796617542,0.43073965009054765,1.1510618525660994,-0.9027401869091722,-0.4182025717467347,-1.319970891262059,1.399495235690152,-0.13072133544981382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1554,train,-0.7933752641853871,-3.4177486482893626,0.27003056594818753,-0.27332669977869267,-0.5083602296976414,0.5810650435478428,-0.8717228215554012,-0.15286106775513997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006,train,1.0389091017049108,-0.39769174733241813,0.9341451647290172,-0.8013885252160552,-0.4182025717467347,0.06961882758375781,-0.3482565863970297,-1.0782685345859369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1713,train,1.3332199659757906,1.2696042995435068,-0.9835922149437103,1.146287741273755,-0.4182025717467347,0.5328154005323634,-0.8361760212947473,-0.2615260781050059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1020,train,0.4747377651137969,0.36993390332165815,-0.9871169275422818,1.5475525594021964,-0.5083602296976414,0.7740636156097616,-0.9793310092916097,0.3114433758155975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
848,train,-0.16858383417110023,0.7655030319669822,0.8044651137065775,-0.44122561246942527,-0.5885003700984474,-1.2427714624372912,1.3421017181972195,-0.30399484995004833,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2246,train,-0.6768762285998882,1.195843993392098,0.17456959973687855,-0.2006282275240041,-0.5083602296976414,0.5231654719292672,-0.8286717067711379,-0.2828342474394296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
376,train,0.4338203805388516,-0.037698291112735476,0.8596856110841962,-0.6600627622167673,-0.5083602296976414,1.642557189888397,-0.7287813892153592,2.4409697233792333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3074,train,0.8435346328083312,0.5309103516951941,0.9138780672872316,-0.8705610565095421,-0.3380624313459287,0.8898627588469138,-1.0158942918758873,0.6062055687229181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2495,train,0.07688830544705516,0.3696040308404085,-1.4586941006261482,2.538427033184784,-0.2579222909451228,0.9381124018623933,-1.0247061812791538,0.7310902425575614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2615,train,-0.0696666105514946,0.37037730860948137,0.4026478774694368,-0.17657735617621656,-0.5885003700984474,0.06961882758375781,-0.3482565863970297,-1.0782685345859369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
952,train,-0.765935170753323,-2.6828383870078087,-1.230909548943471,0.6172202210721932,0.8339871220158583,1.06356147370264,-1.029695718300109,1.0580068726616056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1337,train,0.6959903041707095,-1.2772824085773746,-0.0793565703852034,-0.6290754561864761,0.49339152531243335,0.9863620448778736,-1.029695718300109,0.8566477549713432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2450,train,0.9871574638425274,-0.08553842364655145,1.2064292129686587,-0.8279051395539663,-0.5083602296976414,1.4302587606202868,-0.8977404932357809,1.97819057905408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
757,train,-0.03146580949823601,-0.4775917950261671,0.8927297916958031,-0.7855310143621941,-0.4182025717467347,1.1118111167181204,-1.0247061812791538,1.1835643850753874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,train,0.6942219202258391,0.4434162347599577,-1.3691076554124582,0.8668377055242584,1.0844250607683772,-1.2427714624372916,1.3421017181972197,-0.30399484995004755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1572,train,0.30665680261360573,0.7881240737095169,-1.740671108511861,2.5541292683787167,1.0844250607683772,-1.0304730331691805,1.143361935921559,-0.7272995756140327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,train,-0.7234511101700848,1.1025347849291454,-0.7005871658834143,0.25507586151352796,-0.167764632994216,-1.2524213910403874,1.349735637065424,-0.28283424743942803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
878,train,-1.6508349998171608,1.600450119652786,-0.42095996639674915,0.25956299697003027,-0.4182025717467347,-1.339270748468251,1.4125048455370777,-0.08605611992581746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
923,train,0.1584480387924022,-0.5526979471819167,0.29808140371181835,-0.29774378245494254,-0.5083602296976414,0.9091626160531054,-1.0198763065682999,0.656054869515866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1847,train,0.32635962000819674,-1.1230902461014352,1.0012615671268146,-0.5624454696432446,-0.5885003700984474,1.2469101171614634,-0.9904914256151207,1.5303623252093317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1604,train,0.007197704370981132,0.5300442852277435,-0.6878100827135929,0.08219612396305563,0.08267330575830265,0.8609129730376252,-1.0087828603705022,0.531752350833928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
532,train,0.2855751050877174,-0.5125595555678308,-0.09051816028067952,-0.37155771408297344,-0.167764632994216,0.8512630444345297,-1.0061099175541504,0.507031957968633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1276,train,1.1019433885808259,-1.3806081946780526,-1.2701219766025778,0.9237101732420646,0.16281344615910856,-1.3682205342775389,1.4309893778103726,-0.018133890981740036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2668,train,0.187835196029802,0.2033744924217656,2.032680591283773,-1.1382062111276958,-0.5885003700984474,1.7294065473162614,-0.6426503641282243,2.6071332309218733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
639,train,0.6958525944337517,1.1075095922850906,0.3961859043720559,-0.16698220124787663,-0.5885003700984474,-0.2391788877153127,0.07800623667593473,-1.3276416387970584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1285,train,0.9497859522024672,-1.2618580809227777,-1.1212028693129357,0.7764352371839909,-0.007484352192604165,-1.3875203914837304,1.4426172577540113,0.027732436160332524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,train,0.932094185761633,0.3050608824142112,0.7934503868360419,-0.43122660830356474,-0.5885003700984474,-1.3392707484682507,1.4125048455370777,-0.08605611992581837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
